142, 171, Boba
143, 171, Aloe Vera
144, 172, Lychee Coconut Jelly
145, 173, Sago
146, 175, Black Glutinous Rice
147, 176, Boba
148, 177, Grass Jelly
149, 180, Aloe Vera
150, 182, Grass Jelly
151, 186, Red Bean
152, 188, Cheese Foam
153, 188, Taro Mochi
154, 190, Aloe Vera
155, 192, Cheese Foam
156, 192, Taro Mochi
157, 194, Taro Mochi
158, 197, Grass Jelly
159, 200, Lychee Coconut Jelly
160, 201, Black Glutinous Rice
161, 201, Taro Mochi
162, 202, Taro Mochi
163, 204, Grass Jelly
164, 206, Agar Boba
165, 211, Lychee Coconut Jelly
166, 211, Sago
167, 211, Grass Jelly
168, 212, Lychee Coconut Jelly
169, 212, Aiyu
170, 215, Taro Mochi
171, 216, Cheese Foam
172, 221, Agar Boba
173, 224, Aloe Vera
174, 225, Aiyu
175, 227, Aiyu
176, 227, Grass Jelly
177, 230, Agar Boba
178, 230, Aloe Vera
179, 230, Black Glutinous Rice
180, 231, Sago
181, 231, Sago
182, 232, Cheese Foam
183, 232, Taro Mochi
184, 232, Black Glutinous Rice
185, 234, Red Bean
186, 235, Grass Jelly
187, 235, Red Bean
188, 235, Lychee Coconut Jelly
189, 237, Red Bean
190, 238, Aloe Vera
191, 239, Taro Mochi
192, 239, Taro Mochi
193, 240, Lychee Coconut Jelly
194, 240, Lychee Coconut Jelly
195, 240, Black Glutinous Rice
196, 243, Red Bean
197, 244, Taro Mochi
198, 244, Red Bean
199, 245, Grass Jelly
200, 246, Lychee Coconut Jelly
201, 246, Agar Boba
202, 246, Grass Jelly
203, 249, Aiyu
204, 249, Agar Boba
205, 249, Lychee Coconut Jelly
206, 250, Lychee Coconut Jelly
207, 251, Taro Mochi
208, 251, Lychee Coconut Jelly
209, 251, Grass Jelly
210, 252, Red Bean
211, 254, Lychee Coconut Jelly
212, 257, Aloe Vera
213, 259, Taro Mochi
214, 260, Sago
215, 260, Cheese Foam
216, 261, Agar Boba
217, 261, Grass Jelly
218, 261, Red Bean
219, 262, Agar Boba
220, 265, Black Glutinous Rice
221, 265, Cheese Foam
222, 267, Black Glutinous Rice
223, 267, Aloe Vera
224, 267, Taro Mochi
225, 268, Boba
226, 273, Agar Boba
227, 274, Grass Jelly
228, 277, Taro Mochi
229, 277, Boba
230, 277, Agar Boba
231, 279, Taro Mochi
232, 280, Boba
233, 281, Aloe Vera
234, 286, Aiyu
235, 289, Agar Boba
236, 289, Taro Mochi
237, 289, Aiyu
238, 290, Grass Jelly
239, 291, Agar Boba
240, 291, Agar Boba
241, 291, Red Bean
242, 292, Red Bean
243, 292, Sago
244, 292, Sago
245, 294, Boba
246, 295, Aiyu
247, 296, Taro Mochi
248, 296, Agar Boba
249, 298, Agar Boba
250, 298, Cheese Foam
251, 300, Lychee Coconut Jelly
252, 300, Aiyu
253, 300, Grass Jelly
254, 303, Taro Mochi
255, 305, Cheese Foam
256, 305, Red Bean
257, 305, Cheese Foam
258, 306, Grass Jelly
259, 307, Boba
260, 310, Grass Jelly
261, 310, Red Bean
262, 311, Taro Mochi
263, 311, Grass Jelly
264, 311, Taro Mochi
265, 313, Red Bean
266, 314, Aiyu
267, 316, Grass Jelly
268, 316, Aiyu
269, 317, Cheese Foam
270, 321, Agar Boba
271, 321, Red Bean
272, 322, Taro Mochi
273, 322, Black Glutinous Rice
274, 325, Boba
275, 329, Agar Boba
276, 330, Lychee Coconut Jelly
277, 331, Cheese Foam
278, 332, Grass Jelly
279, 336, Aloe Vera
280, 337, Agar Boba
281, 338, Red Bean
282, 339, Cheese Foam
283, 339, Aloe Vera
284, 339, Aiyu
285, 340, Taro Mochi
286, 340, Grass Jelly
287, 341, Grass Jelly
288, 344, Sago
289, 347, Sago
290, 347, Agar Boba
291, 348, Taro Mochi
292, 349, Red Bean
293, 350, Black Glutinous Rice
294, 353, Red Bean
295, 353, Grass Jelly
296, 353, Lychee Coconut Jelly
297, 354, Aiyu
298, 355, Grass Jelly
299, 356, Black Glutinous Rice
300, 356, Black Glutinous Rice
301, 356, Grass Jelly
302, 357, Agar Boba
303, 357, Lychee Coconut Jelly
304, 357, Sago
305, 358, Grass Jelly
306, 359, Cheese Foam
307, 359, Boba
308, 360, Black Glutinous Rice
309, 360, Boba
310, 360, Taro Mochi
311, 363, Lychee Coconut Jelly
312, 366, Agar Boba
313, 367, Agar Boba
314, 368, Aloe Vera
315, 368, Cheese Foam
316, 368, Black Glutinous Rice
317, 369, Sago
318, 370, Aiyu
319, 371, Cheese Foam
320, 371, Grass Jelly
321, 371, Aloe Vera
322, 375, Black Glutinous Rice
323, 375, Taro Mochi
324, 375, Grass Jelly
325, 377, Red Bean
326, 379, Agar Boba
327, 381, Boba
328, 383, Aloe Vera
329, 385, Taro Mochi
330, 385, Taro Mochi
331, 385, Agar Boba
332, 386, Sago
333, 387, Grass Jelly
334, 389, Black Glutinous Rice
335, 393, Red Bean
336, 395, Boba
337, 395, Cheese Foam
338, 399, Boba
339, 399, Aiyu
340, 402, Grass Jelly
341, 404, Lychee Coconut Jelly
342, 406, Aloe Vera
343, 408, Taro Mochi
344, 408, Aiyu
345, 411, Taro Mochi
346, 412, Aloe Vera
347, 413, Grass Jelly
348, 413, Aloe Vera
349, 413, Cheese Foam
350, 414, Aiyu
351, 415, Aiyu
352, 416, Lychee Coconut Jelly
353, 417, Boba
354, 419, Grass Jelly
355, 419, Black Glutinous Rice
356, 419, Agar Boba
357, 420, Cheese Foam
358, 422, Grass Jelly
359, 423, Black Glutinous Rice
360, 425, Lychee Coconut Jelly
361, 425, Agar Boba
362, 425, Agar Boba
363, 426, Aloe Vera
364, 427, Agar Boba
365, 430, Agar Boba
366, 431, Agar Boba
367, 434, Red Bean
368, 435, Agar Boba
369, 436, Agar Boba
370, 437, Lychee Coconut Jelly
371, 438, Boba
372, 439, Aiyu
373, 440, Taro Mochi
374, 440, Taro Mochi
375, 440, Grass Jelly
376, 441, Sago
377, 441, Sago
378, 443, Aloe Vera
379, 444, Lychee Coconut Jelly
380, 444, Red Bean
381, 444, Boba
382, 445, Aloe Vera
383, 445, Aloe Vera
384, 446, Lychee Coconut Jelly
385, 446, Black Glutinous Rice
386, 447, Aloe Vera
387, 447, Aloe Vera
388, 447, Red Bean
389, 448, Black Glutinous Rice
390, 450, Boba
391, 452, Aiyu
392, 454, Taro Mochi
393, 455, Aiyu
394, 456, Cheese Foam
395, 457, Agar Boba
396, 457, Aiyu
397, 457, Grass Jelly
398, 458, Grass Jelly
399, 459, Grass Jelly
400, 459, Black Glutinous Rice
401, 459, Aiyu
402, 460, Aiyu
403, 461, Agar Boba
404, 462, Cheese Foam
405, 462, Sago
406, 462, Red Bean
407, 466, Black Glutinous Rice
408, 468, Agar Boba
409, 470, Red Bean
410, 473, Aloe Vera
411, 475, Sago
412, 478, Lychee Coconut Jelly
413, 479, Aiyu
414, 479, Aloe Vera
415, 480, Cheese Foam
416, 481, Aloe Vera
417, 481, Cheese Foam
418, 481, Lychee Coconut Jelly
419, 487, Taro Mochi
420, 487, Agar Boba
421, 487, Taro Mochi
422, 488, Red Bean
423, 491, Lychee Coconut Jelly
424, 491, Aloe Vera
425, 491, Red Bean
426, 493, Boba
427, 493, Red Bean
428, 495, Boba
429, 501, Boba
430, 502, Lychee Coconut Jelly
431, 503, Black Glutinous Rice
432, 504, Sago
433, 511, Black Glutinous Rice
434, 512, Taro Mochi
435, 515, Sago
436, 515, Taro Mochi
437, 515, Sago
438, 516, Grass Jelly
439, 518, Sago
440, 518, Sago
441, 520, Cheese Foam
442, 520, Agar Boba
443, 521, Cheese Foam
444, 524, Black Glutinous Rice
445, 527, Black Glutinous Rice
446, 527, Boba
447, 527, Lychee Coconut Jelly
448, 528, Red Bean
449, 529, Cheese Foam
450, 529, Boba
451, 530, Aiyu
452, 531, Grass Jelly
453, 532, Red Bean
454, 537, Boba
455, 539, Taro Mochi
456, 539, Red Bean
457, 539, Black Glutinous Rice
458, 541, Taro Mochi
459, 542, Aiyu
460, 545, Aloe Vera
461, 546, Red Bean
462, 547, Sago
463, 548, Red Bean
464, 548, Grass Jelly
465, 551, Boba
466, 552, Cheese Foam
467, 554, Agar Boba
468, 556, Agar Boba
469, 560, Lychee Coconut Jelly
470, 562, Aloe Vera
471, 563, Taro Mochi
472, 563, Agar Boba
473, 563, Aloe Vera
474, 564, Cheese Foam
475, 566, Black Glutinous Rice
476, 568, Aloe Vera
477, 569, Aloe Vera
478, 571, Agar Boba
479, 571, Taro Mochi
480, 573, Black Glutinous Rice
481, 573, Lychee Coconut Jelly
482, 573, Aloe Vera
483, 574, Taro Mochi
484, 577, Aloe Vera
485, 577, Cheese Foam
486, 579, Black Glutinous Rice
487, 580, Sago
488, 584, Grass Jelly
489, 585, Agar Boba
490, 586, Aloe Vera
491, 587, Taro Mochi
492, 590, Aloe Vera
493, 590, Cheese Foam
494, 592, Aloe Vera
495, 594, Sago
496, 597, Black Glutinous Rice
497, 598, Lychee Coconut Jelly
498, 599, Boba
499, 599, Black Glutinous Rice
500, 599, Black Glutinous Rice
501, 600, Aloe Vera
502, 602, Aloe Vera
503, 602, Lychee Coconut Jelly
504, 602, Boba
505, 603, Lychee Coconut Jelly
506, 604, Boba
507, 607, Aloe Vera
508, 607, Black Glutinous Rice
509, 607, Taro Mochi
510, 608, Aloe Vera
511, 610, Boba
512, 612, Aiyu
513, 613, Red Bean
514, 613, Sago
515, 613, Taro Mochi
516, 614, Agar Boba
517, 616, Lychee Coconut Jelly
518, 619, Aiyu
519, 620, Grass Jelly
520, 621, Aiyu
521, 621, Agar Boba
522, 621, Taro Mochi
523, 625, Cheese Foam
524, 625, Agar Boba
525, 627, Red Bean
526, 627, Taro Mochi
527, 631, Aloe Vera
528, 633, Lychee Coconut Jelly
529, 635, Red Bean
530, 635, Cheese Foam
531, 635, Sago
532, 636, Red Bean
533, 636, Taro Mochi
534, 637, Red Bean
535, 640, Boba
536, 640, Sago
537, 640, Cheese Foam
538, 641, Cheese Foam
539, 641, Taro Mochi
540, 643, Grass Jelly
541, 643, Grass Jelly
542, 644, Lychee Coconut Jelly
543, 648, Boba
544, 650, Taro Mochi
545, 651, Black Glutinous Rice
546, 652, Agar Boba
547, 653, Red Bean
548, 654, Aiyu
549, 658, Aiyu
550, 659, Grass Jelly
551, 659, Aloe Vera
552, 659, Sago
553, 660, Lychee Coconut Jelly
554, 662, Grass Jelly
555, 662, Red Bean
556, 662, Agar Boba
557, 663, Red Bean
558, 663, Sago
559, 665, Grass Jelly
560, 665, Agar Boba
561, 666, Aiyu
562, 668, Black Glutinous Rice
563, 668, Taro Mochi
564, 668, Red Bean
565, 673, Black Glutinous Rice
566, 673, Aiyu
567, 674, Cheese Foam
568, 675, Lychee Coconut Jelly
569, 675, Grass Jelly
570, 676, Cheese Foam
571, 679, Aloe Vera
572, 679, Red Bean
573, 679, Grass Jelly
574, 680, Aiyu
575, 681, Sago
576, 683, Aloe Vera
577, 684, Lychee Coconut Jelly
578, 685, Sago
579, 685, Black Glutinous Rice
580, 688, Red Bean
581, 688, Aloe Vera
582, 689, Lychee Coconut Jelly
583, 690, Aloe Vera
584, 691, Aloe Vera
585, 693, Grass Jelly
586, 694, Aiyu
587, 696, Aloe Vera
588, 698, Grass Jelly
589, 699, Black Glutinous Rice
590, 701, Sago
591, 701, Aloe Vera
592, 702, Aloe Vera
593, 702, Agar Boba
594, 702, Aiyu
595, 703, Cheese Foam
596, 704, Taro Mochi
597, 706, Taro Mochi
598, 707, Aloe Vera
599, 708, Cheese Foam
600, 709, Taro Mochi
601, 709, Taro Mochi
602, 709, Boba
603, 711, Red Bean
604, 715, Boba
605, 716, Red Bean
606, 722, Taro Mochi
607, 722, Agar Boba
608, 723, Aiyu
609, 725, Agar Boba
610, 725, Sago
611, 725, Aiyu
612, 726, Boba
613, 726, Boba
614, 727, Agar Boba
615, 728, Agar Boba
616, 731, Aiyu
617, 733, Aloe Vera
618, 733, Agar Boba
619, 733, Red Bean
620, 737, Agar Boba
621, 741, Cheese Foam
622, 744, Aloe Vera
623, 748, Agar Boba
624, 749, Cheese Foam
625, 750, Agar Boba
626, 752, Taro Mochi
627, 755, Aloe Vera
628, 755, Lychee Coconut Jelly
629, 758, Cheese Foam
630, 758, Aloe Vera
631, 761, Taro Mochi
632, 762, Grass Jelly
633, 762, Aiyu
634, 762, Aloe Vera
635, 763, Sago
636, 766, Sago
637, 767, Cheese Foam
638, 767, Lychee Coconut Jelly
639, 767, Cheese Foam
640, 770, Grass Jelly
641, 770, Red Bean
642, 772, Aloe Vera
643, 773, Agar Boba
644, 774, Sago
645, 774, Aiyu
646, 774, Cheese Foam
647, 775, Black Glutinous Rice
648, 775, Agar Boba
649, 777, Boba
650, 777, Cheese Foam
651, 778, Agar Boba
652, 778, Sago
653, 779, Black Glutinous Rice
654, 780, Agar Boba
655, 780, Aiyu
656, 781, Lychee Coconut Jelly
657, 783, Boba
658, 783, Sago
659, 783, Taro Mochi
660, 787, Boba
661, 787, Boba
662, 787, Aloe Vera
663, 789, Taro Mochi
664, 790, Lychee Coconut Jelly
665, 790, Aiyu
666, 790, Grass Jelly
667, 791, Grass Jelly
668, 791, Grass Jelly
669, 792, Cheese Foam
670, 792, Sago
671, 792, Agar Boba
672, 794, Taro Mochi
673, 795, Grass Jelly
674, 795, Lychee Coconut Jelly
675, 795, Taro Mochi
676, 796, Red Bean
677, 796, Black Glutinous Rice
678, 796, Lychee Coconut Jelly
679, 798, Black Glutinous Rice
680, 799, Cheese Foam
681, 801, Grass Jelly
682, 802, Aiyu
683, 805, Black Glutinous Rice
684, 811, Aiyu
685, 812, Grass Jelly
686, 812, Lychee Coconut Jelly
687, 820, Lychee Coconut Jelly
688, 820, Red Bean
689, 820, Sago
690, 821, Taro Mochi
691, 822, Red Bean
692, 825, Taro Mochi
693, 827, Aloe Vera
694, 827, Aiyu
695, 827, Lychee Coconut Jelly
696, 829, Aloe Vera
697, 830, Grass Jelly
698, 834, Grass Jelly
699, 835, Taro Mochi
700, 835, Black Glutinous Rice
701, 835, Cheese Foam
702, 836, Grass Jelly
703, 836, Red Bean
704, 836, Sago
705, 838, Red Bean
706, 838, Red Bean
707, 838, Cheese Foam
708, 839, Taro Mochi
709, 840, Sago
710, 841, Black Glutinous Rice
711, 841, Sago
712, 844, Grass Jelly
713, 845, Sago
714, 849, Aiyu
715, 851, Sago
716, 855, Aloe Vera
717, 856, Cheese Foam
718, 856, Agar Boba
719, 856, Boba
720, 857, Grass Jelly
721, 859, Boba
722, 859, Aiyu
723, 859, Red Bean
724, 864, Cheese Foam
725, 864, Lychee Coconut Jelly
726, 864, Taro Mochi
727, 865, Lychee Coconut Jelly
728, 865, Taro Mochi
729, 866, Aloe Vera
730, 866, Taro Mochi
731, 866, Aiyu
732, 868, Red Bean
733, 869, Cheese Foam
734, 869, Taro Mochi
735, 869, Boba
736, 870, Aloe Vera
737, 878, Boba
738, 878, Boba
739, 879, Sago
740, 879, Boba
741, 879, Cheese Foam
742, 880, Aiyu
743, 880, Grass Jelly
744, 880, Red Bean
745, 881, Lychee Coconut Jelly
746, 883, Agar Boba
747, 884, Boba
748, 885, Red Bean
749, 887, Aiyu
750, 890, Lychee Coconut Jelly
751, 893, Aiyu
752, 894, Taro Mochi
753, 896, Aloe Vera
754, 896, Aloe Vera
755, 896, Aiyu
756, 899, Grass Jelly
757, 899, Cheese Foam
758, 899, Boba
759, 904, Sago
760, 906, Cheese Foam
761, 906, Aloe Vera
762, 909, Agar Boba
763, 909, Grass Jelly
764, 910, Black Glutinous Rice
765, 911, Sago
766, 911, Aiyu
767, 911, Aiyu
768, 914, Black Glutinous Rice
769, 915, Taro Mochi
770, 918, Agar Boba
771, 918, Red Bean
772, 918, Agar Boba
773, 919, Lychee Coconut Jelly
774, 920, Taro Mochi
775, 920, Boba
776, 920, Sago
777, 922, Grass Jelly
778, 923, Red Bean
779, 924, Aloe Vera
780, 924, Lychee Coconut Jelly
781, 926, Boba
782, 927, Grass Jelly
783, 928, Grass Jelly
784, 928, Taro Mochi
785, 929, Aiyu
786, 931, Taro Mochi
787, 933, Grass Jelly
788, 934, Aloe Vera
789, 934, Cheese Foam
790, 937, Aloe Vera
791, 937, Aloe Vera
792, 939, Boba
793, 941, Red Bean
794, 941, Black Glutinous Rice
795, 941, Aloe Vera
796, 942, Sago
797, 943, Boba
798, 944, Grass Jelly
799, 950, Red Bean
800, 951, Grass Jelly
801, 951, Black Glutinous Rice
802, 951, Grass Jelly
803, 952, Black Glutinous Rice
804, 952, Cheese Foam
805, 954, Aloe Vera
806, 955, Boba
807, 956, Aiyu
808, 959, Lychee Coconut Jelly
809, 959, Taro Mochi
810, 959, Aloe Vera
811, 961, Red Bean
812, 963, Boba
813, 966, Cheese Foam
814, 966, Cheese Foam
815, 968, Cheese Foam
816, 969, Lychee Coconut Jelly
817, 969, Lychee Coconut Jelly
818, 969, Aloe Vera
819, 970, Cheese Foam
820, 971, Agar Boba
821, 971, Boba
822, 972, Sago
823, 976, Taro Mochi
824, 976, Sago
825, 979, Cheese Foam
826, 979, Lychee Coconut Jelly
827, 982, Boba
828, 983, Taro Mochi
829, 983, Lychee Coconut Jelly
830, 983, Aloe Vera
831, 984, Agar Boba
832, 985, Lychee Coconut Jelly
833, 985, Agar Boba
834, 986, Boba
835, 990, Lychee Coconut Jelly
836, 994, Taro Mochi
837, 996, Grass Jelly
838, 996, Lychee Coconut Jelly
839, 996, Red Bean
840, 999, Boba
841, 999, Aiyu
842, 1001, Taro Mochi
843, 1005, Boba
844, 1012, Taro Mochi
845, 1013, Cheese Foam
846, 1013, Aloe Vera
847, 1013, Sago
848, 1014, Sago
849, 1016, Grass Jelly
850, 1017, Grass Jelly
851, 1017, Aloe Vera
852, 1017, Black Glutinous Rice
853, 1018, Taro Mochi
854, 1020, Black Glutinous Rice
855, 1022, Aloe Vera
856, 1023, Aloe Vera
857, 1023, Boba
858, 1024, Sago
859, 1024, Lychee Coconut Jelly
860, 1024, Red Bean
861, 1026, Taro Mochi
862, 1027, Aloe Vera
863, 1027, Red Bean
864, 1030, Cheese Foam
865, 1031, Lychee Coconut Jelly
866, 1032, Aiyu
867, 1032, Aloe Vera
868, 1032, Lychee Coconut Jelly
869, 1033, Taro Mochi
870, 1038, Aloe Vera
871, 1039, Taro Mochi
872, 1043, Agar Boba
873, 1044, Aloe Vera
874, 1045, Taro Mochi
875, 1047, Aloe Vera
876, 1051, Taro Mochi
877, 1051, Taro Mochi
878, 1051, Aloe Vera
879, 1055, Lychee Coconut Jelly
880, 1060, Taro Mochi
881, 1061, Taro Mochi
882, 1063, Lychee Coconut Jelly
883, 1064, Aloe Vera
884, 1065, Agar Boba
885, 1065, Aiyu
886, 1066, Taro Mochi
887, 1070, Lychee Coconut Jelly
888, 1070, Cheese Foam
889, 1070, Red Bean
890, 1071, Grass Jelly
891, 1072, Grass Jelly
892, 1076, Sago
893, 1077, Black Glutinous Rice
894, 1078, Aloe Vera
895, 1078, Taro Mochi
896, 1078, Lychee Coconut Jelly
897, 1079, Boba
898, 1082, Cheese Foam
899, 1083, Red Bean
900, 1088, Grass Jelly
901, 1089, Sago
902, 1092, Cheese Foam
903, 1092, Sago
904, 1092, Red Bean
905, 1093, Aiyu
906, 1093, Taro Mochi
907, 1093, Agar Boba
908, 1095, Cheese Foam
909, 1097, Sago
910, 1100, Sago
911, 1101, Lychee Coconut Jelly
912, 1106, Agar Boba
913, 1109, Aloe Vera
914, 1109, Red Bean
915, 1110, Red Bean
916, 1111, Aloe Vera
917, 1112, Black Glutinous Rice
918, 1112, Black Glutinous Rice
919, 1114, Red Bean
920, 1116, Aiyu
921, 1116, Black Glutinous Rice
922, 1116, Aloe Vera
923, 1123, Sago
924, 1123, Boba
925, 1123, Lychee Coconut Jelly
926, 1127, Lychee Coconut Jelly
927, 1133, Agar Boba
928, 1134, Aiyu
929, 1135, Aiyu
930, 1135, Lychee Coconut Jelly
931, 1135, Sago
932, 1136, Agar Boba
933, 1137, Boba
934, 1138, Lychee Coconut Jelly
935, 1139, Aloe Vera
936, 1142, Red Bean
937, 1143, Taro Mochi
938, 1147, Aiyu
939, 1148, Cheese Foam
940, 1148, Boba
941, 1150, Aloe Vera
942, 1151, Aiyu
943, 1154, Taro Mochi
944, 1154, Boba
945, 1154, Aloe Vera
946, 1155, Black Glutinous Rice
947, 1159, Aloe Vera
948, 1159, Sago
949, 1160, Taro Mochi
950, 1160, Boba
951, 1161, Taro Mochi
952, 1161, Grass Jelly
953, 1161, Red Bean
954, 1162, Aiyu
955, 1164, Aloe Vera
956, 1164, Taro Mochi
957, 1164, Lychee Coconut Jelly
958, 1169, Cheese Foam
959, 1170, Grass Jelly
960, 1170, Cheese Foam
961, 1170, Grass Jelly
962, 1171, Aloe Vera
963, 1171, Agar Boba
964, 1174, Boba
965, 1174, Red Bean
966, 1175, Aloe Vera
967, 1178, Lychee Coconut Jelly
968, 1179, Cheese Foam
969, 1181, Taro Mochi
970, 1182, Sago
971, 1184, Grass Jelly
972, 1185, Agar Boba
973, 1186, Aloe Vera
974, 1190, Lychee Coconut Jelly
975, 1190, Lychee Coconut Jelly
976, 1190, Boba
977, 1194, Black Glutinous Rice
978, 1198, Red Bean
979, 1198, Taro Mochi
980, 1198, Lychee Coconut Jelly
981, 1202, Grass Jelly
982, 1203, Black Glutinous Rice
983, 1203, Agar Boba
984, 1203, Grass Jelly
985, 1205, Grass Jelly
986, 1205, Aiyu
987, 1205, Aiyu
988, 1206, Lychee Coconut Jelly
989, 1206, Red Bean
990, 1206, Lychee Coconut Jelly
991, 1208, Sago
992, 1210, Aloe Vera
993, 1210, Agar Boba
994, 1211, Aiyu
995, 1213, Black Glutinous Rice
996, 1214, Taro Mochi
997, 1214, Taro Mochi
998, 1214, Sago
999, 1215, Taro Mochi
1000, 1217, Agar Boba
1001, 1218, Boba
1002, 1219, Red Bean
1003, 1220, Grass Jelly
1004, 1221, Aloe Vera
1005, 1222, Taro Mochi
1006, 1223, Taro Mochi
1007, 1224, Lychee Coconut Jelly
1008, 1224, Red Bean
1009, 1224, Boba
1010, 1225, Sago
1011, 1225, Aiyu
1012, 1226, Sago
1013, 1226, Agar Boba
1014, 1227, Lychee Coconut Jelly
1015, 1227, Aloe Vera
1016, 1227, Boba
1017, 1228, Taro Mochi
1018, 1229, Taro Mochi
1019, 1229, Boba
1020, 1229, Black Glutinous Rice
1021, 1230, Boba
1022, 1231, Boba
1023, 1232, Boba
1024, 1232, Red Bean
1025, 1233, Grass Jelly
1026, 1234, Lychee Coconut Jelly
1027, 1234, Black Glutinous Rice
1028, 1234, Red Bean
1029, 1236, Black Glutinous Rice
1030, 1238, Grass Jelly
1031, 1240, Aloe Vera
1032, 1245, Aloe Vera
1033, 1249, Red Bean
1034, 1250, Lychee Coconut Jelly
1035, 1250, Lychee Coconut Jelly
1036, 1250, Red Bean
1037, 1251, Lychee Coconut Jelly
1038, 1253, Lychee Coconut Jelly
1039, 1255, Black Glutinous Rice
1040, 1255, Aloe Vera
1041, 1257, Black Glutinous Rice
1042, 1258, Sago
1043, 1259, Taro Mochi
1044, 1260, Grass Jelly
1045, 1263, Cheese Foam
1046, 1266, Boba
1047, 1266, Agar Boba
1048, 1266, Aloe Vera
1049, 1269, Aiyu
1050, 1269, Black Glutinous Rice
1051, 1269, Aiyu
1052, 1273, Lychee Coconut Jelly
1053, 1273, Lychee Coconut Jelly
1054, 1275, Aloe Vera
1055, 1275, Cheese Foam
1056, 1276, Lychee Coconut Jelly
1057, 1277, Aiyu
1058, 1277, Aiyu
1059, 1277, Red Bean
1060, 1279, Lychee Coconut Jelly
1061, 1279, Red Bean
1062, 1280, Aiyu
1063, 1280, Black Glutinous Rice
1064, 1281, Taro Mochi
1065, 1282, Black Glutinous Rice
1066, 1283, Black Glutinous Rice
1067, 1285, Lychee Coconut Jelly
1068, 1286, Sago
1069, 1286, Aloe Vera
1070, 1286, Boba
1071, 1288, Red Bean
1072, 1288, Black Glutinous Rice
1073, 1289, Lychee Coconut Jelly
1074, 1291, Cheese Foam
1075, 1291, Cheese Foam
1076, 1292, Red Bean
1077, 1292, Aiyu
1078, 1292, Boba
