73 3 2022-02-18 Cash 7.23 11:55:42
74 9 2022-04-24 Card 8.03 11:05:12
75 8 2022-05-26 Card 6.70 11:48:56
76 8 2022-06-10 Card 20.09 15:15:34
77 7 2022-03-07 Card 6.97 15:30:40
78 6 2022-12-07 Card 5.35 17:53:38
79 8 2022-11-10 Cash 4.56 17:04:03
80 1 2022-03-10 Cash 14.21 11:40:06
81 9 2022-02-03 Card 10.72 22:14:18
82 9 2022-11-08 Card 8.58 21:37:46
83 6 2022-10-08 Card 6.70 11:27:35
84 4 2022-07-18 Cash 6.42 21:49:43
85 5 2022-02-12 Cash 30.24 14:08:51
86 6 2022-10-08 Cash 6.42 14:57:24
87 7 2022-07-03 Cash 23.32 18:49:17
88 4 2022-04-18 Card 23.32 19:27:31
89 8 2022-12-31 Card 6.70 11:36:09
90 1 2022-09-14 Card 8.53 21:40:37
91 10 2022-06-21 Card 13.92 11:22:48
92 3 2022-04-07 Card 6.97 12:15:21
93 2 2022-12-07 Card 6.69 16:44:26
94 4 2022-07-21 Card 19.83 21:55:54
95 9 2022-05-27 Cash 4.56 15:38:26
96 7 2022-11-05 Card 4.56 14:14:05
97 8 2022-09-18 Card 7.23 18:05:12
98 6 2022-12-10 Cash 12.59 17:16:49
99 7 2022-12-16 Card 32.42 17:52:14
100 7 2022-09-02 Card 10.98 20:16:52
101 3 2022-10-19 Cash 10.45 15:40:17
102 10 2022-03-19 Cash 12.60 21:04:31
103 1 2022-12-07 Cash 7.78 19:51:28
104 2 2022-04-11 Cash 6.17 10:59:32
105 8 2022-01-22 Card 21.44 10:05:19
106 7 2022-12-20 Cash 5.35 13:50:20
107 6 2022-06-07 Cash 19.57 12:14:57
108 4 2022-04-25 Card 31.89 11:52:39
109 1 2022-10-23 Card 7.51 16:57:46
110 6 2022-11-20 Card 35.38 14:56:57
111 9 2022-10-03 Card 6.42 12:52:16
112 1 2022-11-13 Cash 21.45 11:54:47
113 3 2022-07-23 Card 12.86 10:24:47
114 9 2022-06-01 Cash 23.31 12:07:38
115 7 2022-09-30 Card 17.90 17:03:34
116 3 2022-08-20 Cash 17.94 21:50:29
117 3 2022-07-16 Card 16.34 10:00:07
118 5 2022-04-21 Cash 27.35 17:35:19
119 3 2022-06-11 Card 29.46 22:10:44
120 8 2022-12-15 Card 8.84 15:25:10
121 6 2022-06-23 Card 9.92 21:21:25
122 6 2022-08-03 Card 8.03 10:15:01
123 6 2022-09-24 Card 8.31 22:33:25
124 4 2022-07-16 Card 10.45 18:08:02
125 10 2022-10-10 Card 6.42 17:22:49
126 7 2022-04-07 Card 12.87 21:27:58
127 1 2022-10-27 Card 26.80 20:04:08
128 6 2022-02-06 Card 6.42 13:38:37
129 2 2022-07-14 Card 20.37 22:50:23
130 2 2022-08-10 Card 6.97 21:22:49
131 10 2022-11-10 Cash 9.33 18:51:12
132 6 2022-01-23 Card 7.51 19:24:01
133 1 2022-11-11 Card 5.35 15:54:06
134 5 2022-03-13 Card 6.70 20:22:25
135 4 2022-04-19 Cash 12.05 11:39:46
136 1 2022-07-26 Card 13.13 15:44:43
137 1 2022-03-24 Card 7.23 17:37:35
138 6 2022-03-25 Card 6.16 17:03:49
139 2 2022-08-27 Card 4.56 16:00:46
140 7 2022-03-25 Card 5.36 17:02:39
141 8 2022-05-07 Cash 6.42 10:29:22
142 10 2022-10-11 Card 29.21 12:16:51
143 9 2022-05-14 Card 6.70 11:48:20
144 2 2022-09-20 Card 5.63 19:51:33
145 5 2022-01-02 Card 5.35 11:34:40
146 5 2022-01-09 Card 8.53 18:18:11
147 10 2022-10-14 Card 6.97 12:24:30
148 6 2022-12-08 Card 8.84 11:24:28
149 10 2022-11-21 Card 5.35 21:58:16
150 4 2022-09-06 Card 36.19 14:04:09
151 6 2022-03-27 Cash 7.51 20:16:14
152 9 2022-03-05 Card 6.42 10:47:21
153 1 2022-11-24 Cash 4.56 18:15:25
154 9 2022-12-27 Cash 5.35 19:35:59
155 8 2022-03-30 Card 6.70 22:04:20
156 4 2022-02-05 Card 5.35 11:28:51
157 6 2022-02-28 Card 32.68 14:55:52
158 1 2022-07-09 Card 7.51 20:37:40
159 9 2022-10-20 Card 6.42 12:00:01
160 10 2022-09-06 Cash 4.56 12:26:46
161 1 2022-11-10 Card 8.31 19:48:10
162 3 2022-12-16 Card 4.56 18:00:12
163 10 2022-06-21 Card 6.70 12:07:48
164 3 2022-04-18 Card 8.31 10:54:05
165 1 2022-08-17 Card 8.84 10:54:31
166 9 2022-09-06 Cash 5.09 10:52:11
167 8 2022-06-30 Card 11.24 10:04:05
168 8 2022-03-05 Card 6.70 22:34:29
169 2 2022-02-02 Card 6.70 15:57:16
170 10 2022-04-24 Card 16.09 13:21:54
171 4 2022-03-24 Card 20.10 19:10:33
172 3 2022-12-22 Card 5.36 17:20:30
173 8 2022-01-23 Card 5.63 13:50:21
174 4 2022-09-21 Card 7.51 13:21:26
175 2 2022-10-09 Card 17.69 21:03:55
176 10 2022-06-27 Cash 14.19 12:43:12
177 4 2022-01-13 Card 6.69 13:42:13
178 3 2022-08-03 Card 11.52 13:38:24
179 3 2022-01-11 Card 28.94 13:02:15
180 1 2022-06-18 Card 28.14 18:10:02
181 2 2022-09-21 Card 26.81 19:20:00
182 9 2022-04-15 Cash 22.25 10:56:45
183 8 2022-11-25 Card 20.10 22:29:08
184 6 2022-07-28 Card 14.19 12:49:35
185 2 2022-05-02 Cash 13.67 17:03:52
186 3 2022-12-16 Card 10.45 11:45:46
187 7 2022-09-19 Card 11.52 19:20:56
188 3 2022-09-08 Card 7.24 22:24:33
189 1 2022-12-08 Cash 6.97 16:34:54
190 5 2022-04-17 Card 18.76 11:43:30
191 9 2022-12-14 Card 5.63 13:37:23
192 4 2022-04-15 Card 18.70 13:38:46
193 8 2022-04-19 Card 8.03 12:31:11
194 2 2022-08-01 Card 5.35 10:27:38
195 4 2022-06-12 Card 15.27 10:01:38
196 3 2022-03-15 Card 6.17 19:47:55
197 1 2022-09-11 Card 6.70 18:51:38
198 5 2022-01-10 Card 5.63 15:48:48
199 6 2022-04-22 Card 5.35 10:14:49
200 4 2022-11-06 Card 14.74 11:47:13
201 3 2022-10-25 Cash 5.35 17:17:31
202 7 2022-04-03 Card 35.90 12:19:26
203 1 2022-11-17 Card 8.04 18:02:53
204 6 2022-11-19 Card 8.31 22:34:37
205 10 2022-07-26 Cash 19.28 22:34:19
206 10 2022-04-15 Cash 18.77 10:02:09
207 1 2022-04-26 Card 6.70 10:24:15
208 8 2022-11-15 Card 6.70 13:42:58
209 3 2022-04-13 Cash 13.40 14:46:32
210 9 2022-12-18 Card 6.17 22:33:17
211 8 2022-06-01 Card 14.47 17:53:49
212 2 2022-08-07 Cash 5.63 18:05:53
213 8 2022-07-23 Cash 5.35 19:48:32
214 7 2022-11-12 Card 24.13 11:16:35
215 5 2022-04-08 Cash 27.34 20:33:05
216 8 2022-05-18 Card 5.36 19:01:00
217 6 2022-04-11 Cash 31.08 13:17:42
218 1 2022-02-07 Cash 12.33 12:36:58
219 6 2022-02-15 Card 7.78 19:15:12
220 8 2022-09-07 Card 12.60 12:24:29
221 2 2022-11-27 Card 7.23 14:59:40
222 3 2022-01-29 Cash 28.10 12:29:57
223 9 2022-05-10 Cash 18.48 15:10:32
224 8 2022-11-15 Card 7.23 17:08:31
225 10 2022-08-30 Cash 6.16 14:41:21
226 5 2022-08-14 Cash 14.74 14:41:01
227 4 2022-12-07 Card 28.42 17:57:31
228 2 2022-11-19 Card 7.24 12:22:18
229 10 2022-11-14 Card 4.56 10:43:34
230 10 2022-05-19 Card 6.97 22:51:18
231 10 2022-11-25 Card 4.56 15:52:18
232 9 2022-03-29 Cash 4.56 14:43:28
233 5 2022-12-09 Card 26.80 10:27:49
234 8 2022-03-26 Cash 9.12 13:19:51
235 3 2022-04-30 Card 4.56 10:19:18
236 6 2022-07-24 Card 13.93 14:12:02
237 4 2022-04-08 Card 9.12 16:34:35
238 6 2022-08-14 Card 8.31 17:39:45
239 1 2022-10-23 Card 5.36 11:51:09
240 3 2022-01-18 Cash 36.72 12:19:08
241 1 2022-09-30 Card 9.12 22:33:34
242 5 2022-03-27 Cash 7.23 12:49:59
243 1 2022-08-04 Card 26.01 18:48:57
244 3 2022-03-19 Card 11.26 13:02:33
245 10 2022-06-13 Card 11.80 22:58:12
246 9 2022-07-08 Card 27.06 21:11:14
247 8 2022-02-03 Card 6.17 14:28:18
248 5 2022-03-11 Card 8.58 20:58:54
249 2 2022-12-14 Card 13.13 12:50:20
250 6 2022-05-09 Card 23.56 14:06:20
251 6 2022-09-09 Card 5.09 20:20:17
252 1 2022-10-15 Cash 6.70 12:57:37
253 2 2022-04-24 Card 21.96 19:07:35
254 9 2022-07-15 Card 10.45 13:46:26
255 7 2022-11-22 Card 6.42 13:21:59
256 5 2022-04-18 Card 13.12 20:41:10
257 4 2022-02-19 Card 5.35 11:27:07
258 4 2022-04-15 Card 35.90 12:05:26
259 1 2022-05-10 Cash 28.40 22:16:09
260 10 2022-06-17 Card 27.58 15:09:30
261 3 2022-08-12 Card 8.31 15:34:50
262 2 2022-09-30 Card 6.70 14:50:19
263 8 2022-10-19 Cash 6.70 13:09:59
264 10 2022-06-26 Card 5.89 19:06:51
265 1 2022-02-01 Card 6.42 13:46:39
266 6 2022-06-15 Card 7.51 21:44:56
267 6 2022-03-21 Cash 5.35 22:01:58
268 5 2022-08-30 Cash 6.43 14:43:54
269 10 2022-06-25 Card 10.72 20:46:18
270 1 2022-09-20 Cash 13.12 20:43:58
271 7 2022-08-31 Card 5.35 22:57:57
272 8 2022-04-11 Cash 5.36 12:15:29
273 5 2022-10-18 Card 5.89 20:49:59
274 1 2022-07-15 Card 5.89 19:07:25
275 1 2022-06-22 Card 6.97 16:38:00
276 6 2022-07-08 Card 7.24 15:42:32
277 10 2022-12-17 Card 12.86 18:39:56
278 1 2022-07-23 Cash 6.70 10:02:43
279 5 2022-06-14 Card 12.07 21:08:13
280 8 2022-01-21 Card 23.59 21:13:07
281 6 2022-07-15 Card 17.43 22:30:39
282 8 2022-06-21 Card 6.70 14:11:11
283 6 2022-02-19 Cash 4.56 10:49:56
284 7 2022-08-23 Cash 7.24 10:58:34
285 1 2022-11-09 Card 5.35 21:59:54
286 6 2022-04-26 Cash 17.41 16:04:11
287 9 2022-10-15 Card 7.51 22:45:44
288 5 2022-03-10 Cash 5.35 15:40:11
289 3 2022-10-07 Cash 9.33 15:08:20
290 1 2022-09-10 Card 5.35 17:38:12
291 6 2022-02-08 Card 6.17 18:31:09
292 8 2022-01-21 Card 19.03 13:38:42
293 7 2022-07-22 Card 8.03 21:39:25
294 8 2022-12-09 Cash 7.51 22:01:03
295 10 2022-07-30 Cash 6.70 21:38:15
296 4 2022-04-04 Cash 19.00 12:35:05
297 1 2022-07-02 Card 5.63 16:29:32
298 10 2022-06-07 Cash 29.20 15:08:05
299 4 2022-11-13 Card 6.96 15:28:55
300 8 2022-02-11 Cash 7.51 18:07:26
301 2 2022-07-31 Card 13.41 12:00:20
302 9 2022-10-14 Card 5.35 17:05:42
303 4 2022-02-28 Card 13.67 14:46:07
304 9 2022-01-29 Cash 9.12 21:40:36
305 6 2022-12-05 Cash 22.79 22:09:09
306 1 2022-06-21 Card 29.19 21:49:51
307 2 2022-07-28 Card 26.25 13:59:13
308 1 2022-04-30 Card 17.15 22:19:10
309 8 2022-01-20 Card 24.92 14:04:00
310 7 2022-11-23 Card 6.69 18:27:52
311 10 2022-08-05 Card 5.36 17:21:50
312 2 2022-08-20 Card 6.42 22:57:40
313 3 2022-01-25 Cash 6.43 17:59:17
314 6 2022-05-03 Card 4.56 18:22:33
315 10 2022-04-23 Card 13.34 12:12:02
316 3 2022-04-29 Cash 7.23 12:00:44
317 10 2022-10-03 Card 16.33 11:59:31
318 2 2022-11-08 Cash 6.43 16:41:00
319 4 2022-12-31 Cash 12.05 11:22:48
320 1 2022-05-05 Card 6.70 22:16:34
321 7 2022-09-09 Card 16.33 11:19:46
322 6 2022-08-24 Card 32.15 12:55:34
323 9 2022-02-05 Cash 9.12 11:01:20
324 1 2022-03-28 Card 6.70 21:39:32
325 10 2022-12-25 Card 6.70 14:59:04
326 9 2022-11-19 Card 20.10 10:33:26
327 5 2022-04-06 Cash 12.07 22:00:12
328 8 2022-01-03 Card 18.50 10:27:07
329 3 2022-01-26 Card 5.35 11:16:54
330 10 2022-06-24 Card 6.17 20:56:19
331 4 2022-06-19 Card 12.87 13:25:35
332 8 2022-04-02 Cash 20.09 13:17:37
333 3 2022-03-11 Card 6.70 20:54:33
334 4 2022-07-04 Card 15.28 18:01:04
335 6 2022-05-22 Card 18.21 12:28:06
336 10 2022-08-04 Card 28.94 17:38:48
337 8 2022-07-28 Card 19.56 19:55:47
338 7 2022-10-28 Card 7.51 15:28:55
339 8 2022-01-18 Card 6.42 11:13:52
340 1 2022-04-13 Cash 14.21 13:11:23
341 6 2022-03-26 Card 6.70 21:10:13
342 1 2022-05-22 Cash 18.23 15:44:23
343 2 2022-12-08 Cash 10.72 15:58:13
344 5 2022-06-02 Card 18.49 13:17:26
345 6 2022-02-26 Cash 4.56 14:55:17
346 3 2022-01-23 Card 10.98 16:15:00
347 7 2022-05-06 Card 8.30 21:00:38
348 9 2022-05-04 Cash 16.88 10:43:23
349 6 2022-06-24 Card 8.84 11:06:05
350 8 2022-04-05 Cash 5.35 22:13:24
351 3 2022-07-19 Cash 11.79 10:05:49
352 8 2022-01-07 Cash 16.08 20:04:00
353 2 2022-11-23 Card 23.05 20:45:22
354 1 2022-03-08 Card 11.79 15:55:42
355 2 2022-07-04 Card 19.55 14:33:21
356 7 2022-04-05 Cash 5.35 10:20:06
357 3 2022-04-18 Card 12.32 21:15:12
358 8 2022-08-09 Card 19.54 19:22:07
359 10 2022-04-21 Card 14.74 12:46:10
360 3 2022-03-07 Card 6.70 19:48:50
361 1 2022-05-03 Card 6.16 16:20:13
362 3 2022-11-26 Card 27.58 18:08:23
363 3 2022-03-19 Card 15.02 13:05:47
364 1 2022-08-25 Card 5.35 12:36:47
365 10 2022-11-20 Card 6.42 15:12:47
366 3 2022-06-02 Card 12.58 14:52:50
367 3 2022-06-26 Card 13.14 18:26:56
368 8 2022-05-26 Card 6.42 22:20:36
369 10 2022-05-02 Cash 18.49 11:57:05
370 9 2022-06-09 Card 13.40 11:07:04
371 7 2022-01-15 Card 6.70 18:34:15
372 8 2022-06-27 Card 8.31 12:01:30
373 4 2022-08-14 Card 9.64 10:44:05
374 10 2022-12-13 Card 6.17 17:02:53
375 3 2022-04-10 Cash 17.93 15:31:41
376 6 2022-05-10 Cash 6.17 14:27:11
377 4 2022-12-08 Cash 19.03 17:20:32
378 4 2022-02-24 Cash 21.42 11:47:08
379 7 2022-07-29 Cash 13.38 14:17:43
380 1 2022-02-17 Card 8.84 18:44:25
381 10 2022-07-11 Card 6.42 18:59:02
382 1 2022-09-10 Card 18.49 18:35:57
383 8 2022-11-24 Card 8.84 17:34:03
384 9 2022-07-14 Cash 21.71 12:12:27
385 5 2022-03-03 Card 27.61 22:51:37
386 4 2022-03-17 Card 25.73 17:12:21
387 3 2022-02-17 Card 13.67 22:16:09
388 8 2022-05-18 Card 34.02 14:12:54
389 6 2022-12-14 Card 11.79 12:28:52
390 7 2022-01-02 Card 6.97 12:31:00
391 10 2022-02-22 Card 6.16 19:30:58
392 9 2022-10-09 Card 18.20 22:26:17
393 9 2022-02-21 Card 18.22 19:02:18
394 3 2022-03-22 Card 8.03 19:11:31
395 8 2022-11-24 Card 5.63 13:41:11
396 6 2022-01-17 Card 6.70 22:11:04
397 8 2022-11-05 Cash 4.56 14:28:37
398 5 2022-01-19 Card 6.17 16:08:31
399 5 2022-04-20 Cash 7.51 21:34:56
400 2 2022-09-22 Card 13.94 13:02:59
401 1 2022-01-18 Cash 10.98 18:01:51
402 5 2022-02-13 Card 25.99 22:22:16
403 9 2022-08-26 Card 6.43 18:43:32
404 5 2022-07-05 Cash 7.76 22:20:15
405 4 2022-11-15 Cash 28.14 19:33:34
406 7 2022-06-07 Cash 5.63 20:04:37
407 8 2022-12-27 Card 4.56 10:23:08
408 10 2022-11-03 Cash 6.70 17:22:14
409 8 2022-06-05 Card 4.56 10:41:26
410 10 2022-01-29 Cash 6.16 17:27:53
411 4 2022-12-04 Card 20.10 21:52:24
412 6 2022-09-06 Card 7.51 17:23:23
413 6 2022-03-25 Card 6.70 10:28:51
414 1 2022-08-03 Card 18.23 10:17:25
415 6 2022-11-01 Card 20.05 10:50:23
416 1 2022-11-24 Cash 5.35 22:42:39
417 7 2022-02-17 Card 20.91 20:55:03
418 5 2022-08-11 Card 6.70 18:22:39
419 8 2022-05-24 Card 13.14 18:37:08
420 8 2022-05-25 Card 18.48 17:35:20
421 6 2022-03-21 Card 20.89 19:00:51
422 5 2022-11-09 Cash 20.90 22:15:36
423 7 2022-08-14 Card 19.83 22:22:10
424 2 2022-12-31 Card 6.92 17:38:51
425 2 2022-10-08 Card 6.42 13:59:42
426 9 2022-10-30 Cash 20.63 16:51:13
427 5 2022-12-14 Card 21.72 15:32:40
428 8 2022-04-27 Card 5.63 21:05:59
429 1 2022-05-18 Cash 27.05 13:50:08
430 6 2022-11-16 Cash 7.50 19:38:21
431 10 2022-01-01 Cash 32.37 19:25:22
432 1 2022-07-05 Card 8.31 18:13:21
433 6 2022-09-21 Card 14.20 12:00:36
434 8 2022-08-22 Card 11.52 18:02:13
435 3 2022-09-01 Card 12.05 22:17:51
436 1 2022-12-22 Cash 6.97 13:29:55
437 1 2022-04-10 Cash 32.41 20:10:41
438 3 2022-12-08 Cash 16.60 16:07:05
439 10 2022-01-13 Cash 26.24 12:06:19
440 8 2022-04-21 Cash 6.70 19:37:12
441 6 2022-02-27 Card 5.09 20:16:35
442 10 2022-08-15 Card 28.41 18:43:20
443 2 2022-03-26 Card 6.42 16:25:22
444 10 2022-02-15 Card 6.70 16:42:40
445 6 2022-12-07 Card 4.56 13:23:15
446 2 2022-01-23 Card 5.35 20:36:58
447 7 2022-12-07 Cash 19.56 20:20:40
448 4 2022-12-26 Card 7.23 13:04:57
449 10 2022-09-24 Card 15.82 21:26:50
450 5 2022-03-02 Card 7.23 10:12:28
451 2 2022-12-16 Card 21.99 11:57:01
452 7 2022-11-22 Card 6.17 20:25:14
453 2 2022-06-29 Card 7.51 10:07:00
454 4 2022-04-10 Card 6.42 12:47:56
455 5 2022-10-02 Card 20.62 18:19:27
456 5 2022-10-25 Card 15.02 16:48:44
457 7 2022-07-10 Cash 33.76 10:01:42
458 2 2022-05-08 Card 6.17 22:32:47
459 2 2022-12-02 Card 4.56 12:58:05
460 5 2022-08-14 Card 20.09 10:40:00
461 10 2022-07-03 Cash 5.35 15:12:38
462 2 2022-12-25 Card 6.97 18:46:17
463 8 2022-09-26 Card 6.97 11:52:03
464 10 2022-06-04 Cash 20.89 14:41:04
465 4 2022-09-20 Card 11.80 12:57:10
466 2 2022-11-10 Card 28.14 18:51:38
467 1 2022-01-16 Card 4.56 14:48:30
468 3 2022-07-01 Card 5.35 21:35:12
469 10 2022-02-03 Cash 34.29 19:52:55
470 3 2022-10-06 Cash 16.62 20:33:54
471 6 2022-03-25 Card 5.36 11:14:47
472 7 2022-11-12 Cash 5.63 16:21:52
473 2 2022-07-14 Card 20.35 10:07:07
474 5 2022-06-07 Card 8.31 12:38:59
475 4 2022-05-31 Card 18.22 14:23:13
476 10 2022-12-17 Card 8.04 22:07:17
477 1 2022-09-25 Card 14.21 15:57:02
478 5 2022-07-13 Card 20.38 19:07:52
479 7 2022-10-24 Card 8.84 12:53:05
480 1 2022-07-10 Card 4.56 11:59:19
481 4 2023-01-01 Cash 17.70 21:41:12
482 8 2022-07-12 Card 6.70 13:42:11
483 3 2022-08-31 Card 13.93 15:33:48
484 4 2022-05-24 Card 15.82 13:56:21
485 5 2022-05-27 Cash 16.61 12:29:49
486 5 2022-03-15 Card 10.19 11:34:10
487 3 2022-10-21 Card 11.26 13:33:25
488 4 2022-09-23 Cash 12.87 20:23:15
489 6 2022-10-17 Card 26.00 15:37:27
490 8 2022-06-20 Card 22.78 17:39:30
491 9 2022-03-23 Card 13.66 22:53:08
492 7 2022-09-13 Card 7.24 13:32:56
493 4 2022-10-04 Cash 8.58 14:12:21
494 10 2022-02-18 Cash 6.70 19:23:36
495 9 2022-04-09 Cash 6.96 11:59:47
496 1 2022-11-18 Card 28.68 18:49:04
497 7 2022-01-15 Cash 19.57 14:45:32
498 8 2022-11-24 Card 6.42 11:57:17
499 9 2022-06-01 Cash 8.84 12:08:25
500 4 2022-07-11 Card 13.66 22:26:36
501 2 2022-10-20 Cash 8.31 14:55:59
502 7 2022-09-06 Card 27.61 11:35:31
503 8 2022-08-15 Card 6.16 16:37:34
504 9 2022-01-13 Card 34.03 22:55:52
505 4 2022-10-22 Cash 9.12 16:58:31
506 1 2022-04-24 Cash 20.38 16:39:03
507 1 2022-09-07 Card 14.75 18:22:57
508 10 2022-03-09 Cash 28.95 20:39:24
509 3 2022-05-04 Card 6.70 16:51:46
510 3 2022-02-10 Card 15.54 22:58:42
511 2 2022-04-18 Card 14.75 20:59:49
512 7 2022-10-30 Card 8.53 13:46:33
513 2 2022-03-14 Card 17.70 11:49:14
514 3 2022-02-02 Card 17.43 15:20:23
515 8 2022-04-07 Card 15.54 16:37:24
516 5 2022-11-09 Card 7.76 12:50:17
517 9 2022-08-16 Cash 15.54 19:56:16
518 7 2022-12-08 Cash 6.70 15:14:19
519 5 2022-11-11 Card 23.58 18:38:03
520 7 2022-01-15 Card 15.02 19:23:57
521 1 2022-12-12 Card 27.61 18:34:10
522 4 2022-08-16 Cash 9.65 18:53:34
523 3 2022-04-23 Card 6.42 12:16:14
524 6 2022-11-25 Card 7.51 22:45:24
525 5 2022-07-31 Cash 23.06 14:53:22
526 3 2022-03-10 Card 28.68 14:24:22
527 5 2022-07-21 Cash 7.76 20:20:38
528 7 2022-03-31 Card 37.21 21:10:47
529 1 2022-12-28 Card 6.96 11:50:49
530 7 2022-08-24 Card 21.98 18:52:46
531 6 2022-10-21 Card 6.70 14:45:05
532 1 2022-04-12 Card 38.05 11:32:49
533 9 2022-12-15 Card 11.51 21:51:11
534 4 2022-03-06 Card 7.24 14:11:08
535 9 2022-03-15 Card 22.72 17:39:32
536 10 2022-04-14 Card 8.31 22:48:41
537 8 2022-07-30 Cash 8.84 21:36:11
538 6 2022-02-28 Cash 6.17 16:00:59
539 8 2022-09-04 Card 25.17 18:36:12
540 1 2022-12-01 Cash 24.91 13:29:11
541 7 2022-06-09 Card 9.12 17:42:03
542 2 2022-12-21 Cash 7.76 10:07:53
543 2 2022-08-25 Card 26.51 13:31:06
544 3 2022-02-02 Card 17.14 10:22:07
545 3 2022-04-12 Card 8.31 13:52:05
546 6 2022-11-16 Card 12.07 15:34:41
547 8 2022-06-20 Card 35.64 15:28:17
548 3 2022-07-19 Card 13.41 13:27:33
549 3 2022-04-11 Cash 11.26 22:20:10
550 6 2022-07-02 Card 12.05 12:59:45
551 5 2022-02-09 Card 18.49 20:52:51
552 9 2022-02-02 Card 5.36 20:03:22
553 6 2022-10-24 Cash 4.56 19:25:26
554 7 2022-06-05 Cash 15.82 16:23:38
555 6 2022-10-05 Card 13.40 12:19:33
556 3 2022-07-30 Card 8.31 22:27:17
557 1 2022-02-03 Card 17.96 16:19:29
558 2 2022-02-03 Card 7.51 11:06:48
559 4 2022-08-29 Card 5.89 15:59:21
560 5 2022-12-29 Card 28.13 11:10:48
561 1 2022-08-24 Card 6.97 12:12:42
562 8 2022-10-30 Card 28.41 11:57:03
563 9 2022-12-02 Cash 24.91 14:08:06
564 4 2022-11-12 Cash 4.56 19:33:20
565 10 2022-09-16 Card 5.35 21:01:56
566 8 2022-12-03 Cash 19.57 13:32:05
567 2 2022-01-14 Card 24.38 21:27:58
568 10 2022-03-30 Cash 18.50 11:47:07
569 2 2022-07-14 Card 12.86 21:48:02
570 5 2022-03-28 Card 29.49 12:06:19
571 10 2022-05-28 Cash 5.36 16:46:23
572 7 2022-07-03 Card 25.41 17:15:31
573 10 2022-08-22 Cash 6.70 11:07:40
574 5 2022-10-29 Cash 22.99 11:29:38
575 7 2022-08-16 Cash 26.49 10:08:56
576 3 2022-11-24 Card 5.35 20:08:04
